Grupo|Entente|TipoBloco|Message|TipoMsg
finalizador-inv|timer-aviso-atend|Lógica|Fora de Horário|title
finalizador-inv|timer-aviso-atend|Lógica||title
finalizador-inv|timer-banking|Lógica|Dentro do Horário Banking|title
finalizador-inv|timer-banking|Lógica|Fora de Horário Banking|title
finalizador-inv|fcai-testes|Lógica|Dentro do Horário Banking|title
finalizador-inv|fcai-testes|Lógica|Fora de Horário Banking|title
livechat|history-api|Lógica|OK|title
livechat|history-api|Lógica|N-OK|title
livechat|erro-historico|Mensagem||message
livechat|erro-historico|Mensagem|Saída|title
livechat|ret|Lógica|Saída|title
livechat|pular|Mensagem|Você pulou!|message
livechat|pular|Mensagem|Saída|title
livechat|opcoes-investimentos-copy-9|Lógica|Saída|title
livechat|indisp|Lógica|ButtonIDBanking|title
livechat|indisp|Lógica|AntiFraudeForahorario|title
livechat|indisp|Lógica|ButtonIDInvest|title
livechat|direciona-cliente|Lógica|Saída|title
principal|boas-vindas|Boas-vindas|Sou a Eva, a assistente virtual da Avenue.|message
principal|boas-vindas|Boas-vindas|Saída|title
principal|nao-entendi|Não entendi|Finaliza|title
principal|nao-entendi|Não entendi|Busca Hash|title
principal|nao-entendi|Não entendi|Login Lead|title
principal|nao-entendi|Não entendi|Inicia Sessão|title
principal|nao-entendi|Não entendi|Saída Normal|title
principal|cancelar|Cancelar|Login Lead|title
principal|cancelar|Cancelar|Inicia Sessão|title
principal|cancelar|Cancelar|Saída Normal|title
principal|inicia-registro|Lógica|Busca Hash|title
principal|inicia-registro|Lógica|Lead|title
principal|inicia-registro|Lógica|Saída|title
principal|msg-cancela|Mensagem|Cancelado, estou te enviando para o menu.|message
principal|msg-cancela|Mensagem|Saída|title
principal|msg-incio|Mensagem|Só um momento, vamos começar uma nova sessão.|message
principal|msg-incio|Mensagem|Saída|title
principal|singularounao|Lógica|Menu Singular|title
principal|singularounao|Lógica|Saída Normal|title
principal|limpa-user-cpf|Lógica|Saída|title
c-menu-depret|opcoes-depret|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
c-menu-depret|opcoes-depret|Carrosel Vertical|Depósito|title
c-menu-depret|opcoes-depret|Carrosel Vertical|Retirada|title
c-menu-depret|opcoes-depret|Carrosel Vertical|Transferência de ativos|title
c-menu-depret|opcoes-depret|Carrosel Vertical|Voltar|title
c-menu-depret|opcoes-depret|Carrosel Vertical|Outros|title
c-menu-depret|opcoes-deposito|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
c-menu-depret|opcoes-deposito|Carrosel Vertical|Depósito em reais|title
c-menu-depret|opcoes-deposito|Carrosel Vertical|Depósito em dólares|title
c-menu-depret|opcoes-deposito|Carrosel Vertical|Voltar|title
c-menu-depret|opcoes-deposito|Carrosel Vertical|Outros|title
c-menu-depret|opcoes-depositos|Lógica|Depósito em reais (TED ou Pix)|title
c-menu-depret|opcoes-retirada|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
c-menu-depret|opcoes-retirada|Carrosel Vertical|Retirada em reais|title
c-menu-depret|opcoes-retirada|Carrosel Vertical|Retirada em dólares|title
c-menu-depret|opcoes-retirada|Carrosel Vertical|Problemas na retirada|title
c-menu-depret|opcoes-retirada|Carrosel Vertical|Voltar|title
c-menu-depret|opcoes-retirada|Carrosel Vertical|Outros|title
c-menu-depret|opcoes-retiradas|Lógica|Saída|title
c-menu-depret|opcoes-transfcutodia|Carrosel Vertical|Sobre transferência de custódia, selecione a opção desejada:|message
c-menu-depret|opcoes-transfcutodia|Carrosel Vertical|Trazer ativos|title
c-menu-depret|opcoes-transfcutodia|Carrosel Vertical|Retirar ativos|title
c-menu-depret|opcoes-transfcutodia|Carrosel Vertical|Voltar|title
c-menu-depret|opcoes-transfcutodia|Carrosel Vertical|Outros|title
c-menu-depret|opcoes-transf|Lógica|Saída|title
c-menu-depret|enviaroutros|Lógica|Saída|title
c-menu-depret|envia-outros-4|Lógica|Saída|title
c-menu-depret|envia-outros-5|Lógica|Saída|title
c-menu-depret|envia-outros-princip|Lógica|Saída|title
c-menu-depret|ficoucomduvida|Carrosel Vertical|Você ficou com alguma dúvida?|message
c-menu-depret|ficoucomduvida|Carrosel Vertical|Sim|title
c-menu-depret|ficoucomduvida|Carrosel Vertical|Não|title
c-menu-depret|ficoucomduvida|Carrosel Vertical|Outros|title
c-menu-depret|enviaroutros-copy-11|Lógica|Saída|title
c-menu-depret|ficoucomduvidav2|Carrosel Vertical|Você ficou com alguma dúvida?|message
c-menu-depret|ficoucomduvidav2|Carrosel Vertical|Sim|title
c-menu-depret|ficoucomduvidav2|Carrosel Vertical|Não|title
c-menu-depret|ficoucomduvidav2|Carrosel Vertical|Outros|title
c-menu-depret|enviaroutros-2|Lógica|Saída|title
c-menu-depret|conhecer-produtos|Carrosel Vertical|Gostaria que eu te mostrasse nossos produtos para você encontrar a melhor opção de investimento?|message
c-menu-depret|conhecer-produtos|Carrosel Vertical|Sim|title
c-menu-depret|conhecer-produtos|Carrosel Vertical|Não|title
c-menu-depret|conhecer-produtos|Carrosel Vertical|Outros|title
c-menu-depret|enviaoutros-3|Lógica|Saída|title
c-menu-depret|deposito-wire|Lógica|Depósito em dólares (WIRE)|title
c-menu-depret|depositowire2|Lógica|Depósito em dólares (WIRE)|title
c-menu-depret|texto-grava-caminho1|Lógica|Saída|title
c-menu-depret|grava-caminho2|Lógica|Saída|title
c-menu-depret|grava-caminho3|Lógica|Saída|title
c-menu-depret|grava-caminho|Lógica|Saída|title
c-menu-depret|grava-caminho|Lógica||title
c-menu-depret|retirar-ativos-soun|Múltipla Escolha|Você está tendo algum problema com a Avenue?|message
c-menu-depret|retirar-ativos-soun|Múltipla Escolha|Sim|title
c-menu-depret|retirar-ativos-soun|Múltipla Escolha|Não|title
c-menu-depret|retirar-ativos-soun|Múltipla Escolha|Outros|title
c-menu-depret|envia-outros-6|Lógica|Saída|title
c-menu-depret|falar-com-atend|Múltipla Escolha|Deseja que eu te coloque em contato com um especialista digital?|message
c-menu-depret|falar-com-atend|Múltipla Escolha|Sim|title
c-menu-depret|falar-com-atend|Múltipla Escolha|Não|title
c-menu-depret|falar-com-atend|Múltipla Escolha|Outros|title
c-menu-depret|envia-outros-7|Lógica|Saída|title
c-menu-depret|enviaprodutos|Mensagem|Estou te transferindo para o menu com os nossos produtos.|message
c-menu-depret|enviaprodutos|Mensagem|Saída|title
a-menu-cmb|introducao|Mensagem|Para realizar um investimento ou uma compra em dólares, o primeiro passo é efetuar uma operação de câmbio, que consiste na conversão de moedas. O valor mínimo para realizar essa operação é de R$: 200,00.|message
a-menu-cmb|introducao|Mensagem|Saída|title
a-menu-cmb|enviaroutros|Lógica|Saída|title
a-menu-cmb|custos-cambio|Lógica|Custos|title
a-menu-cmb|custos-cambio|Lógica|Liquidação de câmbio|title
a-menu-cmb|custos-cambio|Lógica|Modalidades de câmbio|title
a-menu-cmb|cambiorejeitado2|Lógica|Saída|title
a-menu-cmb|pergunta-cambiorejei|Carrosel Vertical|Você conseguiu identificar o motivo do seu câmbio ser rejeitado?|message
a-menu-cmb|pergunta-cambiorejei|Carrosel Vertical|Sim|title
a-menu-cmb|pergunta-cambiorejei|Carrosel Vertical|Não|title
a-menu-cmb|pergunta-cambiorejei|Carrosel Vertical|Voltar|title
a-menu-cmb|pergunta-cambiorejei|Carrosel Vertical|Outros|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|O prazo para liquidação pode ser escolhido no momento do câmbio dentre as opções:|message
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Câmbio Instantâneo|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Câmbio dia seguinte (D+1)|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Câmbio Estendido|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Câmbio Programado|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Voltar|title
a-menu-cmb|modalidades-cambio|Carrosel Vertical|Outros|title
a-menu-cmb|opcao-limite-txt|Lógica|Real para Dólar|title
a-menu-cmb|opcao-limite-txt|Lógica|Dólar para Real|title
a-menu-cmb|opcao-liquidacao-txt|Lógica|Real para dólar|title
a-menu-cmb|opcao-liquidacao-txt|Lógica|Dólar para real|title
a-menu-cmb|modalidades-cmb-txt|Lógica|Câmbio Instantâneo|title
a-menu-cmb|modalidades-cmb-txt|Lógica|Câmbio dia seguinte (D+1)|title
a-menu-cmb|modalidades-cmb-txt|Lógica|Câmbio Estendido|title
a-menu-cmb|modalidades-cmb-txt|Lógica|Câmbio Programado|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Como fazer um câmbio?|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Limite de câmbio|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Câmbio rejeitado|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Outras dúvidas|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Voltar|title
a-menu-cmb|menu-principal-cmb|Carrosel Vertical|Outros|title
a-menu-cmb|opcao-cambio|Carrosel Vertical|Qual modalidade de câmbio você deseja obter informações?|message
a-menu-cmb|opcao-cambio|Carrosel Vertical|Real para Dólar|title
a-menu-cmb|opcao-cambio|Carrosel Vertical|Dólar para Real|title
a-menu-cmb|opcao-cambio|Carrosel Vertical|Conversão para Euro|title
a-menu-cmb|opcao-cambio|Carrosel Vertical|Voltar|title
a-menu-cmb|opcao-cambio|Carrosel Vertical|Outros|title
a-menu-cmb|opcao-cambio-txt|Lógica|Real para Dólar|title
a-menu-cmb|opcao-cambio-txt|Lógica|Dólar para Real|title
a-menu-cmb|opcao-cambio-txt|Lógica|Conversão para Euro|title
a-menu-cmb|opcao-limites|Carrosel Vertical|Sobre qual limite você gostaria de obter informações?|message
a-menu-cmb|opcao-limites|Carrosel Vertical|Real para Dólar|title
a-menu-cmb|opcao-limites|Carrosel Vertical|Dólar para Real|title
a-menu-cmb|opcao-limites|Carrosel Vertical|Voltar|title
a-menu-cmb|opcao-limites|Carrosel Vertical|Outros|title
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Custos|title
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Liquidação de câmbio|title
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Modalidades de câmbio|title
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Voltar|title
a-menu-cmb|menu-secundario-cmb|Carrosel Vertical|Outros|title
a-menu-cmb|opcoes-liquidacao|Carrosel Vertical|Sobre qual limite você gostaria de obter informações referente a liquidação?|message
a-menu-cmb|opcoes-liquidacao|Carrosel Vertical|Real para dólar|title
a-menu-cmb|opcoes-liquidacao|Carrosel Vertical|Dólar para real|title
a-menu-cmb|opcoes-liquidacao|Carrosel Vertical|Voltar|title
a-menu-cmb|opcoes-liquidacao|Carrosel Vertical|Outros|title
a-menu-cmb|outros1|Lógica|Saída|title
a-menu-cmb|outros2|Lógica|Saída|title
a-menu-cmb|outros3|Lógica|Saída|title
a-menu-cmb|outros4|Lógica|Saída|title
a-menu-cmb|outros5|Lógica|Saída|title
a-menu-cmb|outros6|Lógica|Saída|title
a-menu-cmb|grava-caminho|Lógica|Saída|title
a-menu-cmb|grava-caminho|Lógica||title
a-menu-cmb|opcoes-txt|Lógica|Como fazer um câmbio?|title
a-menu-cmb|opcoes-txt|Lógica|Limite de câmbio|title
a-menu-cmb|opcoes-txt|Lógica|Câmbio rejeitado|title
a-menu-cmb|opcoes-txt|Lógica|Outras dúvidas|title
a-menu-cmb|pergunta-cambiorejei-copy-2|Carrosel Vertical|"Nosso atendimento está disponível de segunda à sexta-feira das 09:00 às 18:00 (horário de Brasília).

Quer registrar uma mensagem para o time responsável, em breve eles irão retornar o contato."|message
a-menu-cmb|pergunta-cambiorejei-copy-2|Carrosel Vertical|Sim|title
a-menu-cmb|pergunta-cambiorejei-copy-2|Carrosel Vertical|Não|title
a-menu-cmb|pergunta-cambiorejei-copy-2|Carrosel Vertical|Outros|title
a-menu-cmb|timer-aviso-atend|Lógica|Dentro do Horário Banking|title
a-menu-cmb|timer-aviso-atend|Lógica|Fora de Horário Banking|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|"Oferecemos acesso a cerca de 8000 ativos negociados nas principais bolsas americanas (NYSE e Nasdaq), além de fundos de investimentos e títulos de renda fixa.

Sobre qual produto gostaria de obter mais informações?"|message
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Renda Fixa|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Renda Variável|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Fundos de Investimentos|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Assessorias Avenue|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Voltar|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical|Outros|title
f-menu-invest|menu-opcoes-invest|Carrosel Vertical||title
f-menu-invest|opcoes-produtos|Lógica|Renda Fixa|title
f-menu-invest|opcoes-produtos|Lógica|Fundos de Investimentos|title
f-menu-invest|opcoes-produtos|Lógica|Renda Variável|title
f-menu-invest|opcoes-produtos|Lógica|Assessorias Avenue|title
f-menu-invest|opcoes-produtos|Lógica||title
f-menu-invest|grava-caminho|Lógica|Saída|title
f-menu-invest|grava-caminho|Lógica||title
f-menu-invest|produtos-rendafixa|Carrosel Vertical|"Temos duas opções de produtos disponíveis, com opções de investimentos em renda fixa. 

Sobre o que deseja falar?"|message
f-menu-invest|produtos-rendafixa|Carrosel Vertical|Bonds|title
f-menu-invest|produtos-rendafixa|Carrosel Vertical|CD|title
f-menu-invest|produtos-rendafixa|Carrosel Vertical|Voltar|title
f-menu-invest|produtos-rendafixa|Carrosel Vertical|Outros|title
f-menu-invest|enviaroutros|Lógica|Saída|title
f-menu-invest|enviaroutros2|Lógica|Saída|title
f-menu-invest|renda-fixa-txt|Lógica|Bonds|title
f-menu-invest|renda-fixa-txt|Lógica|CD|title
f-menu-invest|renda-fixa-txt|Lógica||title
f-menu-invest|opcoes-bonds|Carrosel Vertical||message
f-menu-invest|opcoes-bonds|Carrosel Vertical|Custos|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Como investir|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Valores mínimos|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Bonds disponíveis|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Transferências de Bonds|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-bonds|Carrosel Vertical|Outros|title
f-menu-invest|opcoes-cd|Carrosel Vertical||message
f-menu-invest|opcoes-cd|Carrosel Vertical|Custos|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Impostos|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Rentabilidade|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Como investir|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Valores mínimos|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Garantias e liquidez|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-cd|Carrosel Vertical|Outros|title
f-menu-invest|enviaroutros3|Lógica|Saída|title
f-menu-invest|enviaroutros4|Lógica|Saída|title
f-menu-invest|enviaroutros5|Lógica|Saída|title
f-menu-invest|renda-fixa-txt-copy-2|Lógica||title
f-menu-invest|renda-fixa-txt-copy-2|Lógica||title
f-menu-invest|renda-fixa-txt-copy-2|Lógica||title
f-menu-invest|opcoes-cd-txt|Lógica|Saída|title
f-menu-invest|opcoes-cd-txt|Lógica||title
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|"Os fundos de investimentos são uma forma de *terceirização da gestão* de recursos para administradores profissionais.

Podem seguir uma variedade de estratégias para investir numa cesta de títulos, como; ações, renda fixa, moedas ou derivativos."|message
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|Custos|title
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|Como filtrar|title
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|Como operar|title
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-mutualfunds|Carrosel Vertical|Outros|title
f-menu-invest|enviaroutros6|Lógica|Saída|title
f-menu-invest|opcoes-mutual-txt|Lógica|Saída|title
f-menu-invest|opcoes-mutual-txt|Lógica||title
f-menu-invest|teste|Carrosel Vertical||message
f-menu-invest|teste|Carrosel Vertical|rteste|title
f-menu-invest|teste|Carrosel Vertical|Outros|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|"Abaixo estão as opções com opções de investimentos em renda variável.

Sobre o que deseja falar?"|message
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|Ações|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|ADRs|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|ETFs|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|REITs|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|Ordem Basket Carteira ETF|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|Aluguel de Ativos|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-rendavariavel|Carrosel Vertical|Outros|title
f-menu-invest|opcoes-variavel-txt|Lógica|Ações|title
f-menu-invest|opcoes-variavel-txt|Lógica|ADRs|title
f-menu-invest|opcoes-variavel-txt|Lógica|ETFs|title
f-menu-invest|opcoes-variavel-txt|Lógica|REITs|title
f-menu-invest|opcoes-variavel-txt|Lógica|Aluguel de Ativos|title
f-menu-invest|opcoes-variavel-txt|Lógica|Ordem Basket Carteira ETF|title
f-menu-invest|opcoes-variavel-txt|Lógica||title
f-menu-invest|produtos-variavel|Carrosel Vertical|Quando se trata de renda variável, como posso ajudar você?|message
f-menu-invest|produtos-variavel|Carrosel Vertical|Tipos de ordem|title
f-menu-invest|produtos-variavel|Carrosel Vertical|Ideias para investimentos|title
f-menu-invest|produtos-variavel|Carrosel Vertical|Ordem de compra e venda|title
f-menu-invest|produtos-variavel|Carrosel Vertical|Voltar|title
f-menu-invest|produtos-variavel|Carrosel Vertical|Outros|title
f-menu-invest|enviaroutros8|Lógica|Saída|title
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Essas são as ordens disponíveis em nossa plataforma:|message
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Ordem Stop|title
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Ordem Limitada|title
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Ordem Mercado|title
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Voltar|title
f-menu-invest|tiposdeordem-opcoes|Carrosel Vertical|Outros|title
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Temos os seguintes materiais que podem auxiliá-lo a tomar decisões de investimento:|message
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Seleção Avenue|title
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Funds Screener|title
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Stock Screener|title
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Voltar|title
f-menu-invest|ideias-invest-opcoes|Carrosel Vertical|Outros|title
f-menu-invest|compra-venda-ordens|Carrosel Vertical|Sobre qual tipo de ordem você deseja obter informações?|message
f-menu-invest|compra-venda-ordens|Carrosel Vertical|Ordem de Compra|title
f-menu-invest|compra-venda-ordens|Carrosel Vertical|Ordem de Venda|title
f-menu-invest|compra-venda-ordens|Carrosel Vertical|Voltar|title
f-menu-invest|compra-venda-ordens|Carrosel Vertical|Outros|title
f-menu-invest|enviaroutros9|Lógica|Saída|title
f-menu-invest|tiposordem-txt|Lógica|Saída|title
f-menu-invest|tiposordem-txt|Lógica||title
f-menu-invest|ideisinvest-txt|Lógica|Saída|title
f-menu-invest|ideisinvest-txt|Lógica||title
f-menu-invest|tiposdeordem-txt|Lógica|Saída|title
f-menu-invest|tiposdeordem-txt|Lógica||title
f-menu-invest|enviaoutros10|Lógica|Saída|title
f-menu-invest|enviaoutros11|Lógica|Saída|title
f-menu-invest|enviaoutros12|Lógica|Saída|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Custos|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Impostos|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Como disponibilizar?|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Vender ativo alugado|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Frequência de pagamento|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Voltar|title
f-menu-invest|aluguel-opcoes|Carrosel Vertical|Outros|title
f-menu-invest|aluguel-opcoes-txt|Lógica|Saída|title
f-menu-invest|aluguel-opcoes-txt|Lógica||title
f-menu-invest|enviaoutros13|Lógica|Saída|title
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Assessoria Digital|title
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Assessoria Singular|title
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Consultoria Special|title
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-assessorias|Carrosel Vertical|Outros|title
f-menu-invest|opcoesassessoria-txt|Lógica|Assessoria Digital|title
f-menu-invest|opcoesassessoria-txt|Lógica|Assessoria Singular|title
f-menu-invest|opcoesassessoria-txt|Lógica|Consultoria Special|title
f-menu-invest|opcoesassessoria-txt|Lógica||title
f-menu-invest|enviaoutros14|Lógica|Saída|title
f-menu-invest|assessoria-digital|Carrosel Vertical||message
f-menu-invest|assessoria-digital|Carrosel Vertical|Quero ajuda para investir|title
f-menu-invest|assessoria-digital|Carrosel Vertical|Quais os produtos disponíveis|title
f-menu-invest|assessoria-digital|Carrosel Vertical|Tenho um problema na minha conta|title
f-menu-invest|assessoria-digital|Carrosel Vertical|Voltar|title
f-menu-invest|assessoria-digital|Carrosel Vertical|Outros|title
f-menu-invest|assessoria-singular|Carrosel Vertical||message
f-menu-invest|assessoria-singular|Carrosel Vertical|Quero ser singular|title
f-menu-invest|assessoria-singular|Carrosel Vertical|Voltar|title
f-menu-invest|assessoria-singular|Carrosel Vertical|Outros|title
f-menu-invest|enviaoutros15|Lógica|Saída|title
f-menu-invest|enviaoutros16|Lógica|Saída|title
f-menu-invest|opcoes-bonds-txt-copy-204|Lógica|Saída|title
f-menu-invest|opcoes-bonds-txt-copy-204|Lógica||title
f-menu-invest|ideias-invest-txt|Lógica|Ideias de Renda Fixa|title
f-menu-invest|ideias-invest-txt|Lógica|Ideias de Ações, ETFs e REITs|title
f-menu-invest|ideias-invest-txt|Lógica|Carteira Recomendada de ETFs|title
f-menu-invest|ideias-invest-txt|Lógica|Carteira Recomendada de Fundos|title
f-menu-invest|ideias-invest-txt|Lógica||title
f-menu-invest|ideias-invest|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
f-menu-invest|ideias-invest|Carrosel Vertical|Ideias de Renda Fixa|title
f-menu-invest|ideias-invest|Carrosel Vertical|Ideias de Ações, ETFs e REITs|title
f-menu-invest|ideias-invest|Carrosel Vertical|Carteira Recomendada de ETFs|title
f-menu-invest|ideias-invest|Carrosel Vertical|Carteira Recomendada de Fundos|title
f-menu-invest|ideias-invest|Carrosel Vertical|Voltar|title
f-menu-invest|ideias-invest|Carrosel Vertical|Outros|title
f-menu-invest|carteirafundos-integ-copy-206|Lógica|Conservador|title
f-menu-invest|carteirafundos-integ-copy-206|Lógica|Moderado|title
f-menu-invest|carteirafundos-integ-copy-206|Lógica|Arrojado|title
f-menu-invest|carteirafundos-integ-copy-206|Lógica|Agressivo 1|title
f-menu-invest|carteirafundos-integ-copy-206|Lógica|Agressivo 2|title
f-menu-invest|deseja-ver-carteira1-copy-206|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|deseja-ver-carteira1-copy-206|Múltipla Escolha|Sim|title
f-menu-invest|deseja-ver-carteira1-copy-206|Múltipla Escolha|Não|title
f-menu-invest|deseja-ver-carteira1-copy-206|Múltipla Escolha|Outros|title
f-menu-invest|deseja-ver-carteira2-copy-206|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|deseja-ver-carteira2-copy-206|Múltipla Escolha|Sim|title
f-menu-invest|deseja-ver-carteira2-copy-206|Múltipla Escolha|Não|title
f-menu-invest|deseja-ver-carteira2-copy-206|Múltipla Escolha|Outros|title
f-menu-invest|deseja-ver-carteira3-copy-206|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|deseja-ver-carteira3-copy-206|Múltipla Escolha|Sim|title
f-menu-invest|deseja-ver-carteira3-copy-206|Múltipla Escolha|Não|title
f-menu-invest|deseja-ver-carteira3-copy-206|Múltipla Escolha|Outros|title
f-menu-invest|deseja-ver-carteira5-copy-206|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|deseja-ver-carteira5-copy-206|Múltipla Escolha|Sim|title
f-menu-invest|deseja-ver-carteira5-copy-206|Múltipla Escolha|Não|title
f-menu-invest|deseja-ver-carteira5-copy-206|Múltipla Escolha|Outros|title
f-menu-invest|txt-conservador-copy-206|Mensagem|Essa é uma carteira para quem quer investir de forma conservadora, com risco reduzido, mesmo que esse portfólio não gere rendimentos ou retornos significativos, além de poder, ou não, acompanhar a inflação.|message
f-menu-invest|txt-conservador-copy-206|Mensagem|Saída|title
f-menu-invest|txt-moderado-copy-206|Mensagem|Essa é uma carteira para quem quer investir de forma conservadora, com risco reduzido, mesmo que esse portfólio não gere rendimentos ou retornos significativos, além de poder, ou não, acompanhar a inflação.|message
f-menu-invest|txt-moderado-copy-206|Mensagem|Saída|title
f-menu-invest|txt-arrojado-copy-206|Mensagem|Essa é uma carteira para quem está disposto a aceitar algum risco para o capital principal, que tolera alguma volatilidade para buscar retornos mais altos, e que entende que pode perder uma parte dos recursos investidos.|message
f-menu-invest|txt-arrojado-copy-206|Mensagem|Saída|title
f-menu-invest|txt-agressivoo-copy-206|Mensagem|Essa é uma carteira para quem está disposto a aceitar algum risco para o capital principal, que tolera alguma volatilidade para buscar retornos mais altos, e que entende que pode perder uma parte dos recursos investidos.|message
f-menu-invest|txt-agressivoo-copy-206|Mensagem|Saída|title
f-menu-invest|maisinfos-copy-206|Múltipla Escolha|Deseja obter mais informações sobre esta Carteira Recomendada?|message
f-menu-invest|maisinfos-copy-206|Múltipla Escolha|Sim|title
f-menu-invest|maisinfos-copy-206|Múltipla Escolha|Não|title
f-menu-invest|maisinfos-copy-206|Múltipla Escolha|Outros|title
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Tudo bem. Selecione o perfil da carteira que você tem interesse em investir.|message
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Perfil Conservador|title
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Perfil Moderado|title
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Perfil Arrojado|title
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Perfil Agressivo|title
f-menu-invest|opcoes-ideias-cart|Carrosel Vertical|Outros|title
f-menu-invest|opcoes-carteiras-txt-copy-206|Lógica|Perfil Conservador|title
f-menu-invest|opcoes-carteiras-txt-copy-206|Lógica|Perfil Moderado|title
